curso,ano,prova,tipoquestao,idquestao,objeto,conteudo1,conteudo2,conteudo3,gabarito,acertoscurso,acertosregiao,acertosbrasil,acertosdif,urlprova,urlsintese,urlcurso,urlcrop,urlimage
CC,2005,Geral,Objetiva,1,Ética. ,,,,D,"82,4","84,2","80,6","1,8",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1zSsqCT_0bxxHcUgGLFDTjTsrMah0-p--&export=download,https://drive.google.com/file/d/1zSsqCT_0bxxHcUgGLFDTjTsrMah0-p--/view?usp=sharing
CC,2005,Geral,Objetiva,2,Inclusão e exclusão digital.,,,,E,"70,6","81,1","76,1","-5,5",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1fGKjvYai8zFT-2qNZa7veVPJeEi3O-Kk&export=download,https://drive.google.com/file/d/1fGKjvYai8zFT-2qNZa7veVPJeEi3O-Kk/view?usp=sharing
CC,2005,Geral,Objetiva,3,Problemáticas contemporâneas internacionais.,,,,C,"76,5","74,9","73,0","3,5",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1XAybaR3zvaQoJKvdmDIuaqGFjPknSwVi&export=download,https://drive.google.com/file/d/1XAybaR3zvaQoJKvdmDIuaqGFjPknSwVi/view?usp=sharing
CC,2005,Geral,Objetiva,4,Políticas públicas. ,,,,A,"88,2","92,0","90,7","-2,5",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1bqAEzviqxD099_C1kLoiTLPOHckNzejB&export=download,https://drive.google.com/file/d/1bqAEzviqxD099_C1kLoiTLPOHckNzejB/view?usp=sharing
CC,2005,Geral,Objetiva,5,Educação e cultura.,,,,E,"58,8","48,2","50,3","8,5",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1HMv6GtW1qD4bmJMXd74wM0IyEkIszLGM&export=download,https://drive.google.com/file/d/1HMv6GtW1qD4bmJMXd74wM0IyEkIszLGM/view?usp=sharing
CC,2005,Geral,Objetiva,6,Cidadania.,,,,C,"52,9","58,8","54,5","-1,6",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=16ePDuZaWeYKbx5xz8WKRQTtXteIjR5oV&export=download,https://drive.google.com/file/d/16ePDuZaWeYKbx5xz8WKRQTtXteIjR5oV/view?usp=sharing
CC,2005,Geral,Objetiva,7,Estabelecer relações. Mapa geopolítico.,,,,B,"76,5","78,9","77,2","-0,7",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1Z4uaVpEOrMjloSAAKkbNg7hbs2XWGekO&export=download,https://drive.google.com/file/d/1Z4uaVpEOrMjloSAAKkbNg7hbs2XWGekO/view?usp=sharing
CC,2005,Geral,Discursiva,8,"Analisar diferentes tipos de textos, estabelecendo relações e fazendo comparações entre as idéias por eles apresentadas e Redigir um texto dissertativo argumentativo na modalidade escrita padrão da língua.",,,,-,"64,7","52,6","51,6","13,1",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1pghfUeTBuQtJQgR1QZN1cm73T0nFedHV&export=download,https://drive.google.com/file/d/1pghfUeTBuQtJQgR1QZN1cm73T0nFedHV/view?usp=sharing
CC,2005,Geral,Discursiva,9,"Analisar gráficos e fazer comparações entre eles de forma a identificar o panorama global de desigualdade no acesso às novas tecnologias de informática e a capacidade de formular conclusões, a partir do estabelecimento de relações entre os gráficos e o texto apresentados.",,,,-,"62,1","45,9","44,8","17,3",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1lMpr5ROl85soMDp00Sn2tCzDv2RFbLv1&export=download,https://drive.google.com/file/d/1lMpr5ROl85soMDp00Sn2tCzDv2RFbLv1/view?usp=sharing
CC,2005,Geral,Discursiva,10,Interpretar o texto apresentado; reconhecer escalas geográficas de ocorrência e observação de fenômenos e analisar um problema de relevância mundial e sugerir providências para a sua solução.,,,,-,"42,1","33,9","34,2","7,9",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1ZmjxLKx1PTsil-le8u8suzGGypGzqzu1&export=download,https://drive.google.com/file/d/1ZmjxLKx1PTsil-le8u8suzGGypGzqzu1/view?usp=sharing
CC,2005,Específica,Objetiva,41,Arquitetura de computadores. Interrupções.,Arquitetura de Computadores e Sistemas Operacionais,,,C,-,-,-,-,http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1R6zuvp-zPfSz3g-awn96x-ObOY2WJAbU&export=download,https://drive.google.com/file/d/1R6zuvp-zPfSz3g-awn96x-ObOY2WJAbU/view?usp=sharing
CC,2005,Específica,Objetiva,42,Arquitetura de computadores. Arquiteturas paralelas.,Arquitetura de Computadores e Sistemas Operacionais,,,E,"64,7","40,9","34,1","30,6",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1hIPc2tgY9Z1M-CU4wxpGbbPlhCsVYc68&export=download,https://drive.google.com/file/d/1hIPc2tgY9Z1M-CU4wxpGbbPlhCsVYc68/view?usp=sharing
CC,2005,Específica,Objetiva,43,Algoritmos e estruturas de dados. Pesquisa e ordenação.,Algoritmos e Estruturas de Dados,,,B,"47,1","32,1","23,9","23,2",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1vR0a_OZCjqb4oWqwBDaeDv_OLL65F8Ju&export=download,https://drive.google.com/file/d/1vR0a_OZCjqb4oWqwBDaeDv_OLL65F8Ju/view?usp=sharing
CC,2005,Específica,Objetiva,44,Redes de Computadores. Telecomunicações.,Teoria dos Grafos,Redes de Computadores,,C,"47,1","32,6","29,0","18,1",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=15dHXpiwx9Y776yBx_5Iu3qAwkDKtYAN-&export=download,https://drive.google.com/file/d/15dHXpiwx9Y776yBx_5Iu3qAwkDKtYAN-/view?usp=sharing
CC,2005,Específica,Objetiva,45,Engenharia de software.,Engenharia de Software e Interação Homem-Computador,,,D,"47,1","56,5","55,4","-8,3",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1liExvdGFPLs5qxnfGvtcbg4pOAYctFqy&export=download,https://drive.google.com/file/d/1liExvdGFPLs5qxnfGvtcbg4pOAYctFqy/view?usp=sharing
CC,2005,Específica,Objetiva,46,Engenharia de software.,Engenharia de Software e Interação Homem-Computador,,,E,"11,8","12,5","14,1","-2,3",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=19dFiKGUjlSWPJdqnQHCJ5Zryyr7Xatip&export=download,https://drive.google.com/file/d/19dFiKGUjlSWPJdqnQHCJ5Zryyr7Xatip/view?usp=sharing
CC,2005,Específica,Objetiva,47,Ética. Computadores e Sociedade.,"Ética, Computador e Sociedade",,,B,"88,2","64,5","58,9","29,3",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1kQZ65-bq1L6F2sozTF9hDl22RqzcujlZ&export=download,https://drive.google.com/file/d/1kQZ65-bq1L6F2sozTF9hDl22RqzcujlZ/view?usp=sharing
CC,2005,Específica,Objetiva,48,Matemática Discreta.,Lógica e Matemática Discreta,,,A,"17,6","14,7","14,5","3,1",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1k20qYmXd_2_VbGG7hSgFyFgxjbP0hEyB&export=download,https://drive.google.com/file/d/1k20qYmXd_2_VbGG7hSgFyFgxjbP0hEyB/view?usp=sharing
CC,2005,Específica,Objetiva,49,Matemática Discreta. Análise Combinatória.,Lógica e Matemática Discreta,,,C,"64,7","35,9","36,9","27,8",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1Gy9uoyslieHu4JVeC_c329UIzHumOYBX&export=download,https://drive.google.com/file/d/1Gy9uoyslieHu4JVeC_c329UIzHumOYBX/view?usp=sharing
CC,2005,Específica,Objetiva,50,Paradigmas de Linguages de Programação.,Paradigmas de Linguagens de Programação,,,D,"41,2","27,3","27,2","14,0",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1L505HlNdjTzb_IDoiDVw0gGC6AVOBQZA&export=download,https://drive.google.com/file/d/1L505HlNdjTzb_IDoiDVw0gGC6AVOBQZA/view?usp=sharing
CC,2005,Específica,Objetiva,51,Lógica matemática e matemática discreta. Torre de Hanoi.,Lógica e Matemática Discreta,,,C,"47,1","24,3","24,0","23,1",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1Oeloa07VDF6wrXiwjDdguh56WzOybsY2&export=download,https://drive.google.com/file/d/1Oeloa07VDF6wrXiwjDdguh56WzOybsY2/view?usp=sharing
CC,2005,Específica,Objetiva,52,Algoritmos e estruturas de dados. ,Arquitetura de Computadores e Sistemas Operacionais,,,A,"41,2","31,3","26,4","14,8",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1sPqGAcsFSMTIR6L8U-rMj2jlS9Y02RRQ&export=download,https://drive.google.com/file/d/1sPqGAcsFSMTIR6L8U-rMj2jlS9Y02RRQ/view?usp=sharing
CC,2005,Específica,Objetiva,53,Sistemas operacionais. Concorrência e sincronização de processos.,Arquitetura de Computadores e Sistemas Operacionais,,,A,"52,9","24,4","21,1","31,8",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=170x5jR4hI35oOkaQuP2pOCI15j4GwDxn&export=download,https://drive.google.com/file/d/170x5jR4hI35oOkaQuP2pOCI15j4GwDxn/view?usp=sharing
CC,2005,Específica,Objetiva,54,Complexidade de algoritmos. Recursividade.,Algoritmos e Estruturas de Dados,Fundamentos e Técnicas de Programação,Teoria da Computação,B,"23,5","19,8","20,5","3,0",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1J28fJfMvW1mPsXX4H15y5FZSVPkBwqWP&export=download,https://drive.google.com/file/d/1J28fJfMvW1mPsXX4H15y5FZSVPkBwqWP/view?usp=sharing
CC,2005,Específica,Discursiva,55,Arquitetura de computadores. Memória cache.,Arquitetura de Computadores e Sistemas Operacionais,,,-,"56,5","27,8","23,8","32,7",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=17KG7BuGU0F6kwBH3aaSgbY7igpJSfDNS&export=download,https://drive.google.com/file/d/17KG7BuGU0F6kwBH3aaSgbY7igpJSfDNS/view?usp=sharing
CC,2005,Específica,Objetiva,56,Banco de Dados. Gerenciamento de transações. Controle de Concorrência.,Banco de Dados,,,B,-,-,-,-,http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1ObSLrh2-_M7mAzp21oYvAI_-vlzsoDyo&export=download,https://drive.google.com/file/d/1ObSLrh2-_M7mAzp21oYvAI_-vlzsoDyo/view?usp=sharing
CC,2005,Específica,Objetiva,57,Inteligência Artificial,Inteligência Artificial e Computacional,,,B,-,-,-,-,http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1HUD_OgQ5pHKz5DOhz1OMnz4xqUyuhtOj&export=download,https://drive.google.com/file/d/1HUD_OgQ5pHKz5DOhz1OMnz4xqUyuhtOj/view?usp=sharing
CC,2005,Específica,Objetiva,58,Inteligência Artificial,Inteligência Artificial e Computacional,Fundamentos e Técnicas de Programação,,B,"41,2","26,4","25,7","15,5",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1cOvqja_5nzj4sN_W425gyf_o3AU_2sfu&export=download,https://drive.google.com/file/d/1cOvqja_5nzj4sN_W425gyf_o3AU_2sfu/view?usp=sharing
CC,2005,Específica,Objetiva,59,Bancos de Dados,Banco de Dados,,,C,"76,5","37,5","32,6","43,9",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1sbhBbPdH4RGQt7nLulf4phN1S11KbRMC&export=download,https://drive.google.com/file/d/1sbhBbPdH4RGQt7nLulf4phN1S11KbRMC/view?usp=sharing
CC,2005,Específica,Objetiva,60,Circuitos Digitais,Sistemas Digitais,,,A,"52,9","20,9","20,0","32,9",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1y0pqo1IvXLZnqmu8DgJtC9nbDWc8uLJc&export=download,https://drive.google.com/file/d/1y0pqo1IvXLZnqmu8DgJtC9nbDWc8uLJc/view?usp=sharing
CC,2005,Específica,Objetiva,61,Computação Gráfica,Computação Gráfica e Processamento de Imagem,,,B,"64,7","42,6","38,1","26,6",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1-hXuvZm5aOfkOAazGxYpAvrvWjNt6HCx&export=download,https://drive.google.com/file/d/1-hXuvZm5aOfkOAazGxYpAvrvWjNt6HCx/view?usp=sharing
CC,2005,Específica,Objetiva,62,Processamento de Imagens,Computação Gráfica e Processamento de Imagem,,,D,"47,1","32,2","27,8","19,3",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1TMP6UawDN_mvrLwyIfU-9tgY-GMZnNpr&export=download,https://drive.google.com/file/d/1TMP6UawDN_mvrLwyIfU-9tgY-GMZnNpr/view?usp=sharing
CC,2005,Específica,Objetiva,63,Linguagens Formais,Compiladores,,,E,"58,8","38,3","33,2","25,6",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1LkYqjaYRAV3TaD6xSCSbPtvKegfosS5-&export=download,https://drive.google.com/file/d/1LkYqjaYRAV3TaD6xSCSbPtvKegfosS5-/view?usp=sharing
CC,2005,Específica,Objetiva,64,Linguagens Formais e Autômatos,Compiladores,,,D,-,-,-,-,http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1dhbibCkHojdmCbq1aSCI5K5GQ1m59juf&export=download,https://drive.google.com/file/d/1dhbibCkHojdmCbq1aSCI5K5GQ1m59juf/view?usp=sharing
CC,2005,Específica,Objetiva,65,Teoria da Computação. Projeto e Análise de Algoritmos.,Fundamentos e Técnicas de Programação,Teoria da Computação,Algoritmos e Estruturas de Dados,B,"23,5","24,2","25,9","-2,4",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1FAq1r5mvQW7F9CKqfkbicD0JDu4X5Mg1&export=download,https://drive.google.com/file/d/1FAq1r5mvQW7F9CKqfkbicD0JDu4X5Mg1/view?usp=sharing
CC,2005,Específica,Objetiva,66,Sistemas Distribuídos,Sistemas Distribuídos,Redes de Computadores,,D,-,-,-,-,http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1N0n5hd9v2KvkmZ0rYIGsSS3l5feRbawb&export=download,https://drive.google.com/file/d/1N0n5hd9v2KvkmZ0rYIGsSS3l5feRbawb/view?usp=sharing
CC,2005,Específica,Objetiva,67,Ética. Computadores e Sociedade,"Ética, Computador e Sociedade",,,C,"76,5","62,8","58,3","18,2",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1hI1Fkc813fVk0Wz2cE99gMGHsUqfGypK&export=download,https://drive.google.com/file/d/1hI1Fkc813fVk0Wz2cE99gMGHsUqfGypK/view?usp=sharing
CC,2005,Específica,Objetiva,68,Redes de Computadores. Comunicação de Dados,Redes de Computadores,,,D,"35,3","30,6","26,3","9,0",http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1lNnYbzNXhAyUMtjTmuAsYVLkENiep716&export=download,https://drive.google.com/file/d/1lNnYbzNXhAyUMtjTmuAsYVLkENiep716/view?usp=sharing
CC,2005,Específica,Objetiva,69,Redes de Computadores,Redes de Computadores,,,B,-,-,-,-,http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1DCwi_ER29wcMcPyMlbr1WM6oxYansUxO&export=download,https://drive.google.com/file/d/1DCwi_ER29wcMcPyMlbr1WM6oxYansUxO/view?usp=sharing
CC,2005,Específica,Discursiva,70,Linguagens Formais,Compiladores,,,-,-,-,-,-,http://download.inep.gov.br/download/enade/2005/provas/COMPUTACAO.pdf,http://download.inep.gov.br/download/enade/2005/relatorios/Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2005/relatorio/cursos/400105824316907.pdf,https://drive.google.com/a/inf.ufsm.br/uc?id=1CkfA62tjWy8nQfAFgxhSITWsKI4YHxb6&export=download,https://drive.google.com/file/d/1CkfA62tjWy8nQfAFgxhSITWsKI4YHxb6/view?usp=sharing
,,,,,,,,,,,,,23,,,,,
